# Created by Octave 5.2.0, Tue Sep 14 16:20:45 2021 UTC <root@0x00>
# name: H
# type: complex matrix
# rows: 55
# columns: 55
 (1,0) (0.46429084814923188,-0.88568279215804291) (0.46429084814923188,0.88568279215804291) (0.85975872321298086,0.51070043847561486) (0.85975872321298086,-0.51070043847561486) (0.20771461296579419,0.978189470174603) (0.20771461296579419,-0.978189470174603) (0.9935794103712845,-0.11313688738095373) (0.9935794103712845,0.11313688738095373) (0.82667699489734847,-0.56267676876470551) (0.82667699489734847,0.56267676876470551) (-0.53742304606003077,0.8433127946163026) (-0.53742304606003077,-0.8433127946163026) (0.9593931969263706,0.28207214270714176) (0.9593931969263706,-0.28207214270714176) (-0.97184389031698104,0.23562566255303399) (-0.97184389031698104,-0.23562566255303399) (-0.97959268892983575,0.20099294464038778) (-0.97959268892983575,-0.20099294464038778) (-0.91333836061950235,0.40720147227248521) (-0.91333836061950235,-0.40720147227248521) (0.37133382913051705,-0.92849942775602601) (0.37133382913051705,0.92849942775602601) (0.42526157410826815,-0.90507049094916237) (0.42526157410826815,0.90507049094916237) (-0.9963033086928248,-0.085905279743039603) (-0.9963033086928248,0.085905279743039603) (0.3444687988729857,-0.93879776661589998) (0.3444687988729857,0.93879776661589998) (0.21878116198176961,0.9757739508522999) (0.21878116198176961,-0.9757739508522999) (-0.71304221338223517,0.70112110361546165) (-0.71304221338223517,-0.70112110361546165) (0.1556727353651097,-0.98780868565929536) (0.1556727353651097,0.98780868565929536) (-0.40918190033182567,0.91245283299512847) (-0.40918190033182567,-0.91245283299512847) (0.79722142345515956,-0.60368700663848063) (0.79722142345515956,0.60368700663848063) (-0.68011080091735754,0.73310933596261774) (-0.68011080091735754,-0.73310933596261774) (-0.96440570547144278,0.26442699418578453) (-0.96440570547144278,-0.26442699418578453) (-0.40436259244420608,0.9145987611142935) (-0.40436259244420608,-0.9145987611142935) (0.94462744173544999,0.32814477951102422) (0.94462744173544999,-0.32814477951102422) (-0.11819216341796852,0.99299074140023091) (-0.11819216341796852,-0.99299074140023091) (0.79872632123534726,0.60169449371408512) (0.79872632123534726,-0.60169449371408512) (-0.69984250413049065,0.71429718563939815) (-0.69984250413049065,-0.71429718563939815) (-0.47986789769291649,-0.87734075521645571) (-0.47986789769291649,0.87734075521645571)
 (1,0) (-0.47986789769291649,0.87734075521645571) (-0.47986789769291649,-0.87734075521645571) (0.46429084814923188,0.88568279215804291) (0.46429084814923188,-0.88568279215804291) (0.85975872321298086,-0.51070043847561486) (0.85975872321298086,0.51070043847561486) (0.20771461296579419,-0.978189470174603) (0.20771461296579419,0.978189470174603) (0.9935794103712845,0.11313688738095373) (0.9935794103712845,-0.11313688738095373) (0.82667699489734847,0.56267676876470551) (0.82667699489734847,-0.56267676876470551) (-0.53742304606003077,-0.8433127946163026) (-0.53742304606003077,0.8433127946163026) (0.9593931969263706,-0.28207214270714176) (0.9593931969263706,0.28207214270714176) (-0.97184389031698104,-0.23562566255303399) (-0.97184389031698104,0.23562566255303399) (-0.97959268892983575,-0.20099294464038778) (-0.97959268892983575,0.20099294464038778) (-0.91333836061950235,-0.40720147227248521) (-0.91333836061950235,0.40720147227248521) (0.37133382913051705,0.92849942775602601) (0.37133382913051705,-0.92849942775602601) (0.42526157410826815,0.90507049094916237) (0.42526157410826815,-0.90507049094916237) (-0.9963033086928248,0.085905279743039603) (-0.9963033086928248,-0.085905279743039603) (0.3444687988729857,0.93879776661589998) (0.3444687988729857,-0.93879776661589998) (0.21878116198176961,-0.9757739508522999) (0.21878116198176961,0.9757739508522999) (-0.71304221338223517,-0.70112110361546165) (-0.71304221338223517,0.70112110361546165) (0.1556727353651097,0.98780868565929536) (0.1556727353651097,-0.98780868565929536) (-0.40918190033182567,-0.91245283299512847) (-0.40918190033182567,0.91245283299512847) (0.79722142345515956,0.60368700663848063) (0.79722142345515956,-0.60368700663848063) (-0.68011080091735754,-0.73310933596261774) (-0.68011080091735754,0.73310933596261774) (-0.96440570547144278,-0.26442699418578453) (-0.96440570547144278,0.26442699418578453) (-0.40436259244420608,-0.9145987611142935) (-0.40436259244420608,0.9145987611142935) (0.94462744173544999,-0.32814477951102422) (0.94462744173544999,0.32814477951102422) (-0.11819216341796852,-0.99299074140023091) (-0.11819216341796852,0.99299074140023091) (0.79872632123534726,-0.60169449371408512) (0.79872632123534726,0.60169449371408512) (-0.69984250413049065,-0.71429718563939815) (-0.69984250413049065,0.71429718563939815)
 (1,0) (-0.47986789769291649,-0.87734075521645571) (-0.47986789769291649,0.87734075521645571) (0.46429084814923188,-0.88568279215804291) (0.46429084814923188,0.88568279215804291) (0.85975872321298086,0.51070043847561486) (0.85975872321298086,-0.51070043847561486) (0.20771461296579419,0.978189470174603) (0.20771461296579419,-0.978189470174603) (0.9935794103712845,-0.11313688738095373) (0.9935794103712845,0.11313688738095373) (0.82667699489734847,-0.56267676876470551) (0.82667699489734847,0.56267676876470551) (-0.53742304606003077,0.8433127946163026) (-0.53742304606003077,-0.8433127946163026) (0.9593931969263706,0.28207214270714176) (0.9593931969263706,-0.28207214270714176) (-0.97184389031698104,0.23562566255303399) (-0.97184389031698104,-0.23562566255303399) (-0.97959268892983575,0.20099294464038778) (-0.97959268892983575,-0.20099294464038778) (-0.91333836061950235,0.40720147227248521) (-0.91333836061950235,-0.40720147227248521) (0.37133382913051705,-0.92849942775602601) (0.37133382913051705,0.92849942775602601) (0.42526157410826815,-0.90507049094916237) (0.42526157410826815,0.90507049094916237) (-0.9963033086928248,-0.085905279743039603) (-0.9963033086928248,0.085905279743039603) (0.3444687988729857,-0.93879776661589998) (0.3444687988729857,0.93879776661589998) (0.21878116198176961,0.9757739508522999) (0.21878116198176961,-0.9757739508522999) (-0.71304221338223517,0.70112110361546165) (-0.71304221338223517,-0.70112110361546165) (0.1556727353651097,-0.98780868565929536) (0.1556727353651097,0.98780868565929536) (-0.40918190033182567,0.91245283299512847) (-0.40918190033182567,-0.91245283299512847) (0.79722142345515956,-0.60368700663848063) (0.79722142345515956,0.60368700663848063) (-0.68011080091735754,0.73310933596261774) (-0.68011080091735754,-0.73310933596261774) (-0.96440570547144278,0.26442699418578453) (-0.96440570547144278,-0.26442699418578453) (-0.40436259244420608,0.9145987611142935) (-0.40436259244420608,-0.9145987611142935) (0.94462744173544999,0.32814477951102422) (0.94462744173544999,-0.32814477951102422) (-0.11819216341796852,0.99299074140023091) (-0.11819216341796852,-0.99299074140023091) (0.79872632123534726,0.60169449371408512) (0.79872632123534726,-0.60169449371408512) (-0.69984250413049065,0.71429718563939815) (-0.69984250413049065,-0.71429718563939815)
 (1,0) (-0.69984250413049065,-0.71429718563939815) (-0.69984250413049065,0.71429718563939815) (-0.47986789769291649,0.87734075521645571) (-0.47986789769291649,-0.87734075521645571) (0.46429084814923188,0.88568279215804291) (0.46429084814923188,-0.88568279215804291) (0.85975872321298086,-0.51070043847561486) (0.85975872321298086,0.51070043847561486) (0.20771461296579419,-0.978189470174603) (0.20771461296579419,0.978189470174603) (0.9935794103712845,0.11313688738095373) (0.9935794103712845,-0.11313688738095373) (0.82667699489734847,0.56267676876470551) (0.82667699489734847,-0.56267676876470551) (-0.53742304606003077,-0.8433127946163026) (-0.53742304606003077,0.8433127946163026) (0.9593931969263706,-0.28207214270714176) (0.9593931969263706,0.28207214270714176) (-0.97184389031698104,-0.23562566255303399) (-0.97184389031698104,0.23562566255303399) (-0.97959268892983575,-0.20099294464038778) (-0.97959268892983575,0.20099294464038778) (-0.91333836061950235,-0.40720147227248521) (-0.91333836061950235,0.40720147227248521) (0.37133382913051705,0.92849942775602601) (0.37133382913051705,-0.92849942775602601) (0.42526157410826815,0.90507049094916237) (0.42526157410826815,-0.90507049094916237) (-0.9963033086928248,0.085905279743039603) (-0.9963033086928248,-0.085905279743039603) (0.3444687988729857,0.93879776661589998) (0.3444687988729857,-0.93879776661589998) (0.21878116198176961,-0.9757739508522999) (0.21878116198176961,0.9757739508522999) (-0.71304221338223517,-0.70112110361546165) (-0.71304221338223517,0.70112110361546165) (0.1556727353651097,0.98780868565929536) (0.1556727353651097,-0.98780868565929536) (-0.40918190033182567,-0.91245283299512847) (-0.40918190033182567,0.91245283299512847) (0.79722142345515956,0.60368700663848063) (0.79722142345515956,-0.60368700663848063) (-0.68011080091735754,-0.73310933596261774) (-0.68011080091735754,0.73310933596261774) (-0.96440570547144278,-0.26442699418578453) (-0.96440570547144278,0.26442699418578453) (-0.40436259244420608,-0.9145987611142935) (-0.40436259244420608,0.9145987611142935) (0.94462744173544999,-0.32814477951102422) (0.94462744173544999,0.32814477951102422) (-0.11819216341796852,-0.99299074140023091) (-0.11819216341796852,0.99299074140023091) (0.79872632123534726,-0.60169449371408512) (0.79872632123534726,0.60169449371408512)
 (1,0) (-0.69984250413049065,0.71429718563939815) (-0.69984250413049065,-0.71429718563939815) (-0.47986789769291649,-0.87734075521645571) (-0.47986789769291649,0.87734075521645571) (0.46429084814923188,-0.88568279215804291) (0.46429084814923188,0.88568279215804291) (0.85975872321298086,0.51070043847561486) (0.85975872321298086,-0.51070043847561486) (0.20771461296579419,0.978189470174603) (0.20771461296579419,-0.978189470174603) (0.9935794103712845,-0.11313688738095373) (0.9935794103712845,0.11313688738095373) (0.82667699489734847,-0.56267676876470551) (0.82667699489734847,0.56267676876470551) (-0.53742304606003077,0.8433127946163026) (-0.53742304606003077,-0.8433127946163026) (0.9593931969263706,0.28207214270714176) (0.9593931969263706,-0.28207214270714176) (-0.97184389031698104,0.23562566255303399) (-0.97184389031698104,-0.23562566255303399) (-0.97959268892983575,0.20099294464038778) (-0.97959268892983575,-0.20099294464038778) (-0.91333836061950235,0.40720147227248521) (-0.91333836061950235,-0.40720147227248521) (0.37133382913051705,-0.92849942775602601) (0.37133382913051705,0.92849942775602601) (0.42526157410826815,-0.90507049094916237) (0.42526157410826815,0.90507049094916237) (-0.9963033086928248,-0.085905279743039603) (-0.9963033086928248,0.085905279743039603) (0.3444687988729857,-0.93879776661589998) (0.3444687988729857,0.93879776661589998) (0.21878116198176961,0.9757739508522999) (0.21878116198176961,-0.9757739508522999) (-0.71304221338223517,0.70112110361546165) (-0.71304221338223517,-0.70112110361546165) (0.1556727353651097,-0.98780868565929536) (0.1556727353651097,0.98780868565929536) (-0.40918190033182567,0.91245283299512847) (-0.40918190033182567,-0.91245283299512847) (0.79722142345515956,-0.60368700663848063) (0.79722142345515956,0.60368700663848063) (-0.68011080091735754,0.73310933596261774) (-0.68011080091735754,-0.73310933596261774) (-0.96440570547144278,0.26442699418578453) (-0.96440570547144278,-0.26442699418578453) (-0.40436259244420608,0.9145987611142935) (-0.40436259244420608,-0.9145987611142935) (0.94462744173544999,0.32814477951102422) (0.94462744173544999,-0.32814477951102422) (-0.11819216341796852,0.99299074140023091) (-0.11819216341796852,-0.99299074140023091) (0.79872632123534726,0.60169449371408512) (0.79872632123534726,-0.60169449371408512)
 (1,0) (0.79872632123534726,-0.60169449371408512) (0.79872632123534726,0.60169449371408512) (-0.69984250413049065,-0.71429718563939815) (-0.69984250413049065,0.71429718563939815) (-0.47986789769291649,0.87734075521645571) (-0.47986789769291649,-0.87734075521645571) (0.46429084814923188,0.88568279215804291) (0.46429084814923188,-0.88568279215804291) (0.85975872321298086,-0.51070043847561486) (0.85975872321298086,0.51070043847561486) (0.20771461296579419,-0.978189470174603) (0.20771461296579419,0.978189470174603) (0.9935794103712845,0.11313688738095373) (0.9935794103712845,-0.11313688738095373) (0.82667699489734847,0.56267676876470551) (0.82667699489734847,-0.56267676876470551) (-0.53742304606003077,-0.8433127946163026) (-0.53742304606003077,0.8433127946163026) (0.9593931969263706,-0.28207214270714176) (0.9593931969263706,0.28207214270714176) (-0.97184389031698104,-0.23562566255303399) (-0.97184389031698104,0.23562566255303399) (-0.97959268892983575,-0.20099294464038778) (-0.97959268892983575,0.20099294464038778) (-0.91333836061950235,-0.40720147227248521) (-0.91333836061950235,0.40720147227248521) (0.37133382913051705,0.92849942775602601) (0.37133382913051705,-0.92849942775602601) (0.42526157410826815,0.90507049094916237) (0.42526157410826815,-0.90507049094916237) (-0.9963033086928248,0.085905279743039603) (-0.9963033086928248,-0.085905279743039603) (0.3444687988729857,0.93879776661589998) (0.3444687988729857,-0.93879776661589998) (0.21878116198176961,-0.9757739508522999) (0.21878116198176961,0.9757739508522999) (-0.71304221338223517,-0.70112110361546165) (-0.71304221338223517,0.70112110361546165) (0.1556727353651097,0.98780868565929536) (0.1556727353651097,-0.98780868565929536) (-0.40918190033182567,-0.91245283299512847) (-0.40918190033182567,0.91245283299512847) (0.79722142345515956,0.60368700663848063) (0.79722142345515956,-0.60368700663848063) (-0.68011080091735754,-0.73310933596261774) (-0.68011080091735754,0.73310933596261774) (-0.96440570547144278,-0.26442699418578453) (-0.96440570547144278,0.26442699418578453) (-0.40436259244420608,-0.9145987611142935) (-0.40436259244420608,0.9145987611142935) (0.94462744173544999,-0.32814477951102422) (0.94462744173544999,0.32814477951102422) (-0.11819216341796852,-0.99299074140023091) (-0.11819216341796852,0.99299074140023091)
 (1,0) (0.79872632123534726,0.60169449371408512) (0.79872632123534726,-0.60169449371408512) (-0.69984250413049065,0.71429718563939815) (-0.69984250413049065,-0.71429718563939815) (-0.47986789769291649,-0.87734075521645571) (-0.47986789769291649,0.87734075521645571) (0.46429084814923188,-0.88568279215804291) (0.46429084814923188,0.88568279215804291) (0.85975872321298086,0.51070043847561486) (0.85975872321298086,-0.51070043847561486) (0.20771461296579419,0.978189470174603) (0.20771461296579419,-0.978189470174603) (0.9935794103712845,-0.11313688738095373) (0.9935794103712845,0.11313688738095373) (0.82667699489734847,-0.56267676876470551) (0.82667699489734847,0.56267676876470551) (-0.53742304606003077,0.8433127946163026) (-0.53742304606003077,-0.8433127946163026) (0.9593931969263706,0.28207214270714176) (0.9593931969263706,-0.28207214270714176) (-0.97184389031698104,0.23562566255303399) (-0.97184389031698104,-0.23562566255303399) (-0.97959268892983575,0.20099294464038778) (-0.97959268892983575,-0.20099294464038778) (-0.91333836061950235,0.40720147227248521) (-0.91333836061950235,-0.40720147227248521) (0.37133382913051705,-0.92849942775602601) (0.37133382913051705,0.92849942775602601) (0.42526157410826815,-0.90507049094916237) (0.42526157410826815,0.90507049094916237) (-0.9963033086928248,-0.085905279743039603) (-0.9963033086928248,0.085905279743039603) (0.3444687988729857,-0.93879776661589998) (0.3444687988729857,0.93879776661589998) (0.21878116198176961,0.9757739508522999) (0.21878116198176961,-0.9757739508522999) (-0.71304221338223517,0.70112110361546165) (-0.71304221338223517,-0.70112110361546165) (0.1556727353651097,-0.98780868565929536) (0.1556727353651097,0.98780868565929536) (-0.40918190033182567,0.91245283299512847) (-0.40918190033182567,-0.91245283299512847) (0.79722142345515956,-0.60368700663848063) (0.79722142345515956,0.60368700663848063) (-0.68011080091735754,0.73310933596261774) (-0.68011080091735754,-0.73310933596261774) (-0.96440570547144278,0.26442699418578453) (-0.96440570547144278,-0.26442699418578453) (-0.40436259244420608,0.9145987611142935) (-0.40436259244420608,-0.9145987611142935) (0.94462744173544999,0.32814477951102422) (0.94462744173544999,-0.32814477951102422) (-0.11819216341796852,0.99299074140023091) (-0.11819216341796852,-0.99299074140023091)
 (1,0) (-0.11819216341796852,-0.99299074140023091) (-0.11819216341796852,0.99299074140023091) (0.79872632123534726,-0.60169449371408512) (0.79872632123534726,0.60169449371408512) (-0.69984250413049065,-0.71429718563939815) (-0.69984250413049065,0.71429718563939815) (-0.47986789769291649,0.87734075521645571) (-0.47986789769291649,-0.87734075521645571) (0.46429084814923188,0.88568279215804291) (0.46429084814923188,-0.88568279215804291) (0.85975872321298086,-0.51070043847561486) (0.85975872321298086,0.51070043847561486) (0.20771461296579419,-0.978189470174603) (0.20771461296579419,0.978189470174603) (0.9935794103712845,0.11313688738095373) (0.9935794103712845,-0.11313688738095373) (0.82667699489734847,0.56267676876470551) (0.82667699489734847,-0.56267676876470551) (-0.53742304606003077,-0.8433127946163026) (-0.53742304606003077,0.8433127946163026) (0.9593931969263706,-0.28207214270714176) (0.9593931969263706,0.28207214270714176) (-0.97184389031698104,-0.23562566255303399) (-0.97184389031698104,0.23562566255303399) (-0.97959268892983575,-0.20099294464038778) (-0.97959268892983575,0.20099294464038778) (-0.91333836061950235,-0.40720147227248521) (-0.91333836061950235,0.40720147227248521) (0.37133382913051705,0.92849942775602601) (0.37133382913051705,-0.92849942775602601) (0.42526157410826815,0.90507049094916237) (0.42526157410826815,-0.90507049094916237) (-0.9963033086928248,0.085905279743039603) (-0.9963033086928248,-0.085905279743039603) (0.3444687988729857,0.93879776661589998) (0.3444687988729857,-0.93879776661589998) (0.21878116198176961,-0.9757739508522999) (0.21878116198176961,0.9757739508522999) (-0.71304221338223517,-0.70112110361546165) (-0.71304221338223517,0.70112110361546165) (0.1556727353651097,0.98780868565929536) (0.1556727353651097,-0.98780868565929536) (-0.40918190033182567,-0.91245283299512847) (-0.40918190033182567,0.91245283299512847) (0.79722142345515956,0.60368700663848063) (0.79722142345515956,-0.60368700663848063) (-0.68011080091735754,-0.73310933596261774) (-0.68011080091735754,0.73310933596261774) (-0.96440570547144278,-0.26442699418578453) (-0.96440570547144278,0.26442699418578453) (-0.40436259244420608,-0.9145987611142935) (-0.40436259244420608,0.9145987611142935) (0.94462744173544999,-0.32814477951102422) (0.94462744173544999,0.32814477951102422)
 (1,0) (-0.11819216341796852,0.99299074140023091) (-0.11819216341796852,-0.99299074140023091) (0.79872632123534726,0.60169449371408512) (0.79872632123534726,-0.60169449371408512) (-0.69984250413049065,0.71429718563939815) (-0.69984250413049065,-0.71429718563939815) (-0.47986789769291649,-0.87734075521645571) (-0.47986789769291649,0.87734075521645571) (0.46429084814923188,-0.88568279215804291) (0.46429084814923188,0.88568279215804291) (0.85975872321298086,0.51070043847561486) (0.85975872321298086,-0.51070043847561486) (0.20771461296579419,0.978189470174603) (0.20771461296579419,-0.978189470174603) (0.9935794103712845,-0.11313688738095373) (0.9935794103712845,0.11313688738095373) (0.82667699489734847,-0.56267676876470551) (0.82667699489734847,0.56267676876470551) (-0.53742304606003077,0.8433127946163026) (-0.53742304606003077,-0.8433127946163026) (0.9593931969263706,0.28207214270714176) (0.9593931969263706,-0.28207214270714176) (-0.97184389031698104,0.23562566255303399) (-0.97184389031698104,-0.23562566255303399) (-0.97959268892983575,0.20099294464038778) (-0.97959268892983575,-0.20099294464038778) (-0.91333836061950235,0.40720147227248521) (-0.91333836061950235,-0.40720147227248521) (0.37133382913051705,-0.92849942775602601) (0.37133382913051705,0.92849942775602601) (0.42526157410826815,-0.90507049094916237) (0.42526157410826815,0.90507049094916237) (-0.9963033086928248,-0.085905279743039603) (-0.9963033086928248,0.085905279743039603) (0.3444687988729857,-0.93879776661589998) (0.3444687988729857,0.93879776661589998) (0.21878116198176961,0.9757739508522999) (0.21878116198176961,-0.9757739508522999) (-0.71304221338223517,0.70112110361546165) (-0.71304221338223517,-0.70112110361546165) (0.1556727353651097,-0.98780868565929536) (0.1556727353651097,0.98780868565929536) (-0.40918190033182567,0.91245283299512847) (-0.40918190033182567,-0.91245283299512847) (0.79722142345515956,-0.60368700663848063) (0.79722142345515956,0.60368700663848063) (-0.68011080091735754,0.73310933596261774) (-0.68011080091735754,-0.73310933596261774) (-0.96440570547144278,0.26442699418578453) (-0.96440570547144278,-0.26442699418578453) (-0.40436259244420608,0.9145987611142935) (-0.40436259244420608,-0.9145987611142935) (0.94462744173544999,0.32814477951102422) (0.94462744173544999,-0.32814477951102422)
 (1,0) (0.94462744173544999,-0.32814477951102422) (0.94462744173544999,0.32814477951102422) (-0.11819216341796852,-0.99299074140023091) (-0.11819216341796852,0.99299074140023091) (0.79872632123534726,-0.60169449371408512) (0.79872632123534726,0.60169449371408512) (-0.69984250413049065,-0.71429718563939815) (-0.69984250413049065,0.71429718563939815) (-0.47986789769291649,0.87734075521645571) (-0.47986789769291649,-0.87734075521645571) (0.46429084814923188,0.88568279215804291) (0.46429084814923188,-0.88568279215804291) (0.85975872321298086,-0.51070043847561486) (0.85975872321298086,0.51070043847561486) (0.20771461296579419,-0.978189470174603) (0.20771461296579419,0.978189470174603) (0.9935794103712845,0.11313688738095373) (0.9935794103712845,-0.11313688738095373) (0.82667699489734847,0.56267676876470551) (0.82667699489734847,-0.56267676876470551) (-0.53742304606003077,-0.8433127946163026) (-0.53742304606003077,0.8433127946163026) (0.9593931969263706,-0.28207214270714176) (0.9593931969263706,0.28207214270714176) (-0.97184389031698104,-0.23562566255303399) (-0.97184389031698104,0.23562566255303399) (-0.97959268892983575,-0.20099294464038778) (-0.97959268892983575,0.20099294464038778) (-0.91333836061950235,-0.40720147227248521) (-0.91333836061950235,0.40720147227248521) (0.37133382913051705,0.92849942775602601) (0.37133382913051705,-0.92849942775602601) (0.42526157410826815,0.90507049094916237) (0.42526157410826815,-0.90507049094916237) (-0.9963033086928248,0.085905279743039603) (-0.9963033086928248,-0.085905279743039603) (0.3444687988729857,0.93879776661589998) (0.3444687988729857,-0.93879776661589998) (0.21878116198176961,-0.9757739508522999) (0.21878116198176961,0.9757739508522999) (-0.71304221338223517,-0.70112110361546165) (-0.71304221338223517,0.70112110361546165) (0.1556727353651097,0.98780868565929536) (0.1556727353651097,-0.98780868565929536) (-0.40918190033182567,-0.91245283299512847) (-0.40918190033182567,0.91245283299512847) (0.79722142345515956,0.60368700663848063) (0.79722142345515956,-0.60368700663848063) (-0.68011080091735754,-0.73310933596261774) (-0.68011080091735754,0.73310933596261774) (-0.96440570547144278,-0.26442699418578453) (-0.96440570547144278,0.26442699418578453) (-0.40436259244420608,-0.9145987611142935) (-0.40436259244420608,0.9145987611142935)
 (1,0) (0.94462744173544999,0.32814477951102422) (0.94462744173544999,-0.32814477951102422) (-0.11819216341796852,0.99299074140023091) (-0.11819216341796852,-0.99299074140023091) (0.79872632123534726,0.60169449371408512) (0.79872632123534726,-0.60169449371408512) (-0.69984250413049065,0.71429718563939815) (-0.69984250413049065,-0.71429718563939815) (-0.47986789769291649,-0.87734075521645571) (-0.47986789769291649,0.87734075521645571) (0.46429084814923188,-0.88568279215804291) (0.46429084814923188,0.88568279215804291) (0.85975872321298086,0.51070043847561486) (0.85975872321298086,-0.51070043847561486) (0.20771461296579419,0.978189470174603) (0.20771461296579419,-0.978189470174603) (0.9935794103712845,-0.11313688738095373) (0.9935794103712845,0.11313688738095373) (0.82667699489734847,-0.56267676876470551) (0.82667699489734847,0.56267676876470551) (-0.53742304606003077,0.8433127946163026) (-0.53742304606003077,-0.8433127946163026) (0.9593931969263706,0.28207214270714176) (0.9593931969263706,-0.28207214270714176) (-0.97184389031698104,0.23562566255303399) (-0.97184389031698104,-0.23562566255303399) (-0.97959268892983575,0.20099294464038778) (-0.97959268892983575,-0.20099294464038778) (-0.91333836061950235,0.40720147227248521) (-0.91333836061950235,-0.40720147227248521) (0.37133382913051705,-0.92849942775602601) (0.37133382913051705,0.92849942775602601) (0.42526157410826815,-0.90507049094916237) (0.42526157410826815,0.90507049094916237) (-0.9963033086928248,-0.085905279743039603) (-0.9963033086928248,0.085905279743039603) (0.3444687988729857,-0.93879776661589998) (0.3444687988729857,0.93879776661589998) (0.21878116198176961,0.9757739508522999) (0.21878116198176961,-0.9757739508522999) (-0.71304221338223517,0.70112110361546165) (-0.71304221338223517,-0.70112110361546165) (0.1556727353651097,-0.98780868565929536) (0.1556727353651097,0.98780868565929536) (-0.40918190033182567,0.91245283299512847) (-0.40918190033182567,-0.91245283299512847) (0.79722142345515956,-0.60368700663848063) (0.79722142345515956,0.60368700663848063) (-0.68011080091735754,0.73310933596261774) (-0.68011080091735754,-0.73310933596261774) (-0.96440570547144278,0.26442699418578453) (-0.96440570547144278,-0.26442699418578453) (-0.40436259244420608,0.9145987611142935) (-0.40436259244420608,-0.9145987611142935)
 (1,0) (-0.40436259244420608,-0.9145987611142935) (-0.40436259244420608,0.9145987611142935) (0.94462744173544999,-0.32814477951102422) (0.94462744173544999,0.32814477951102422) (-0.11819216341796852,-0.99299074140023091) (-0.11819216341796852,0.99299074140023091) (0.79872632123534726,-0.60169449371408512) (0.79872632123534726,0.60169449371408512) (-0.69984250413049065,-0.71429718563939815) (-0.69984250413049065,0.71429718563939815) (-0.47986789769291649,0.87734075521645571) (-0.47986789769291649,-0.87734075521645571) (0.46429084814923188,0.88568279215804291) (0.46429084814923188,-0.88568279215804291) (0.85975872321298086,-0.51070043847561486) (0.85975872321298086,0.51070043847561486) (0.20771461296579419,-0.978189470174603) (0.20771461296579419,0.978189470174603) (0.9935794103712845,0.11313688738095373) (0.9935794103712845,-0.11313688738095373) (0.82667699489734847,0.56267676876470551) (0.82667699489734847,-0.56267676876470551) (-0.53742304606003077,-0.8433127946163026) (-0.53742304606003077,0.8433127946163026) (0.9593931969263706,-0.28207214270714176) (0.9593931969263706,0.28207214270714176) (-0.97184389031698104,-0.23562566255303399) (-0.97184389031698104,0.23562566255303399) (-0.97959268892983575,-0.20099294464038778) (-0.97959268892983575,0.20099294464038778) (-0.91333836061950235,-0.40720147227248521) (-0.91333836061950235,0.40720147227248521) (0.37133382913051705,0.92849942775602601) (0.37133382913051705,-0.92849942775602601) (0.42526157410826815,0.90507049094916237) (0.42526157410826815,-0.90507049094916237) (-0.9963033086928248,0.085905279743039603) (-0.9963033086928248,-0.085905279743039603) (0.3444687988729857,0.93879776661589998) (0.3444687988729857,-0.93879776661589998) (0.21878116198176961,-0.9757739508522999) (0.21878116198176961,0.9757739508522999) (-0.71304221338223517,-0.70112110361546165) (-0.71304221338223517,0.70112110361546165) (0.1556727353651097,0.98780868565929536) (0.1556727353651097,-0.98780868565929536) (-0.40918190033182567,-0.91245283299512847) (-0.40918190033182567,0.91245283299512847) (0.79722142345515956,0.60368700663848063) (0.79722142345515956,-0.60368700663848063) (-0.68011080091735754,-0.73310933596261774) (-0.68011080091735754,0.73310933596261774) (-0.96440570547144278,-0.26442699418578453) (-0.96440570547144278,0.26442699418578453)
